OBJECTID,SEGMENTID,ARCID,PD,PT,SN,ST,SD,GEONAMEID,PRIMARYNAME,ALIAS1,ALIAS2,ALIAS3,ALIAS4,ALIAS5,SURFACETYPE,ONEWAY,RTNAME,RTNUMBER,HWYSIGN,RPCCLASS,AOTCLASS,NUTS,NHS,FUNCL,TWN_LR,ETE_LR,CTCODE,UA,CTUA,CERTCODE,ARCMILES,AOTMILES,AOTMILES_CALC,UPDACT,LOCMETH,SRCORG,SCENICHWY,SCENICBYWAY,FORMER_RTNAME,PROVISIONALYEAR,ANCIENTROADYEAR,TRUCKROUTE,SPEEDLIMIT,ROADCLOSED,ISVISIBLE,CERTYEAR,GlobalID,FIPS8,RTNUMBER_N,RDNAME,RDFLNAME,ISVISIBLE_UC,FUNCL_OLD,Urban_Code,FAID,FED_AID,Facility_Type,PENT,TOWNGEOID,StartNodeID,EndNodeID,Ownership,created_user,created_date,last_edited_user,last_edited_date,UPDATENOTES
43550,146,236,,,MONROE,ST,,12133,MONROE ST,,,,,,Paved,No,TH-21,21,TH-21,3,Town Highway Class 3,N,0,7,L0111003021,-,0111,1,0111-1,0111-0,0.12808847,0.13,0,-,1,26,0,0,,,0,0,,,1,,{CFFBC0CD-510D-41A1-8B9C-D4A474B71FBD},50001055,21,12133,MONROE ST,0,19,99998,500010550236,-,2,N,5000144350,30792,30674,3,,,HMSADMIN,2019-12-09T18:37:37.000Z,-
43854,30067,687,,,JAYNE,CT,,12288,JAYNE CT,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.12303916,0,0,-,8,26,0,0,,0,0,0,,,1,0,{848DFF4A-BB62-4F87-A255-628D1CC8DE49},50001055,0,12288,JAYNE CT,0,0,99998,500010550687,-,,N,5000144350,4506,4512,26,,,,,-
43917,87132,789,S,,VILLAGE,GRN,,368860,S VILLAGE GRN,,,,,,Unknown,Yes - Direction of arc,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.08994642,0,0,-,1,26,0,0,,0,0,0,,,1,0,{877D1CB0-3DF6-473A-B409-AEDAFECB3389},50001055,0,368860,S VILLAGE GRN,0,0,99998,500010550789,-,,N,5000144350,35435,35995,26,,,HMSADMIN,2018-04-27T17:42:20.000Z,-
44052,41234,70, , ,FORREST,LN, ,12177,FORREST LN,,,,,,Paved,No,TH-80,80,TH-80,3,Town Highway Class 3,N,0,7,L0111003080,-,0111,1,0111-1,0111-0,0.09214785,0.09,0,-,1,26,0,0,,,0,0,,,1,,{A6C35168-CF06-409C-BA0C-51B447769518},50001055,80,12177,FORREST LN,0,19,99998,500010550070,-,2,N,5000144350,30825,30826,3,,,,,-
44059,48671,847,,,MAIN,ST,,12126,MAIN ST,,,,,,Paved,Yes - Direction of arc,TH-2,2,VT-30,11,Town Highway Class 1 - North Bound,N,0,4,V030-0111,V030,0111,1,0111-1,0111-0,0.02271341,0.022,0,-,5,26,0,200,,,0,0,,,1,2011,{A8F8BD75-9DA6-49EA-A038-29037AD52CD6},50001055,2,12126,MAIN ST,1,16,99998,500010550847,5900,2,N,5000144350,37688,37689,3,,,HMSADMIN,2019-05-24T18:27:29.000Z,-
44109,41224,162,,,WEYBRIDGE,ST,,12094,WEYBRIDGE ST,,,,,,Paved,No,TH-4,4,TH-4,2,Town Highway Class 2,N,0,4,S59400111,S5940,0111,1,0111-1,0111-0,0.09336339,0.1,0,-,1,26,0,0,,,0,0,,,1,,{6306C3A7-1F20-469E-8953-CE116E6831DA},50001055,4,12094,WEYBRIDGE ST,1,16,99998,500010550162,5940,2,N,5000144350,39533,46517,3,,,HMSADMIN,2018-04-18T17:18:14.000Z,-
44357,7518,834,,,CROSS,ST,,12150,CROSS ST,,,,,,Paved,No,TH-5,5,VT-125,1,Town Highway Class 1,N,0,4,V125-0111,V125,0111,1,0111-1,0111-0,0.03078,0.03,0,-,5,26,0,0,,,0,0,,,1,2011,{DFDD00FF-A6CD-4E22-8862-AEA7C348ABCD},50001055,5,12150,CROSS ST,1,16,99998,500010550834,5900,2,N,5000144350,46660,37885,3,,,HMSADMIN,2019-12-11T16:22:01.000Z,-
44537,59930,116,,,JAMES,RD,,5758,JAMES RD,,,,,,Paved,No,TH-2,2,TH-2,2,Town Highway Class 2,N,0,7,L0104002002,-,0104,0,0104-0,0104-0,0.09492802,0.099,0,-,1,26,0,0,,,0,0,,,1,,{A5287CDB-6B3B-4407-A4CA-101834B3AEE6},50001020,2,5758,JAMES RD,1,9,99999,500010200116,-,2,N,5000116000,37928,46582,3,,,HMSADMIN,2016-12-01T13:11:20.000Z,-
44716,24983,759,,,OLD CHAPEL,RD,,12111,OLD CHAPEL RD,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.08876231,0,0,-,1,26,0,0,,0,0,0,,,1,0,{34E3078D-C716-4050-93F2-712D14F75AB9},50001055,0,12111,OLD CHAPEL RD,0,0,99998,500010550759,-,,N,5000144350,3089,4429,26,,,,,-
44779,47289,126,N,,PLEASANT,ST,,12181,N PLEASANT ST,,,,,,Paved,No,TH-1,1,US-7,1,Town Highway Class 1,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.02249,0.021,0,-,1,26,0,200,,,0,300,,,1,,{2E54B7A4-75BD-4A7F-92BB-90051E5C503E},50001055,1,12181,N PLEASANT ST,1,14,99998,500010550126,019-3,2,N,5000144350,46632,53978,3,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
45206,,645,,,,,,,,,,,,,Gravel,No,TH-60,60,TH-60,4,Town Highway Class 4,Y,0,0,-,-,0111,1,0111-1,0111-0,0.02731726,0.03,0,-,10,26,0,0,,,0,0,,,1,2012,{44A9E7DB-AEF3-4401-BC7C-FC4027635C3F},50001055,60,0,TH 60,0,0,99998,500010550645,-,,N,5000144350,37927,37697,3,,,HMSADMIN,2019-03-12T15:21:20.000Z,-
45380,3906,875,S,,MAIN,ST,,12179,S MAIN ST,,,,,,Paved,No,TH-2,2,VT-30,1,Town Highway Class 1,N,0,4,V030-0111,V030,0111,0,0111-0,0111-0,0.08357852,0.085,0,-,1,26,0,200,,,0,0,,,1,,{B4045A24-E1C2-4D03-A99E-DFFCDB3EF22B},50001055,2,12179,S MAIN ST,1,16,99998,500010550875,5900,2,N,5000144350,30267,30300,3,,,HMSADMIN,2018-04-27T17:34:48.000Z,-
45692,41180,624, , ,SOUTH ST,EXT, ,12229,SOUTH ST EXT,,,,,,Paved,No,TH-6,6,TH-6,3,Town Highway Class 3,N,0,5,S59300111,S5930,0111,1,0111-1,0111-0,0.09908935,0.1,0.18,-,1,26,0,0,,,0,0,,,1,,{C63C340D-5D02-45B6-A474-0EEE19341AB8},50001055,6,12229,SOUTH ST,1,17,99998,500010550624,5930,2,N,5000144350,36048,35436,3,,,HMSADMIN,2018-04-27T17:49:20.000Z,-
45750,116,199, , ,BLINN,LN, ,12115,BLINN LN,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.1352745,0,0,-,1,26,0,0,,0,0,0,,,1,0,{ADCBF6DB-75B4-4DC2-AB8F-736D89A09BCC},50001055,0,12115,BLINN LN,0,0,99998,500010550199,-,,N,5000144350,37697,53987,26,,,HMSADMIN,2019-03-12T15:21:21.000Z,-
45937,48655,61, ,,OTTER CREEK,LN,,23233,OTTER CREEK LN,,,,,,Paved,No,TH-23,23,TH-23,3,Town Highway Class 3,N,0,7,L0122003023,-,0122,0,0122-0,0122-0,0.14328109,0.16,0,-,1,26,0,0,,,0,0,,,1,,{E1730D38-605E-4E62-A1D2-A4B417DD686F},50001110,23,23233,OTTER CREEK LN,1,9,99998,500011100061,-,2,N,5000183275,46529,46530,3,,,,,-
46284,37398,119,,,ROLLING ACRES,,,12212,ROLLING ACRES,,,,,,Paved,No,TH-91,91,TH-91,3,Town Highway Class 3,N,0,7,L0111003091,-,0111,0,0111-0,0111-0,0.38121249,0.39,0,-,1,26,0,0,,,0,0,,,1,,{65A8F048-8968-4DCE-96AE-E28B1AE28DFD},50001055,91,12212,ROLLING ACRES,1,19,99999,500010550119,-,2,N,5000144350,30897,30898,3,,,,,-
46418,55926,995,,,FOOTE,ST,,12217,FOOTE ST,,,,,,Paved,No,TH-7,7,TH-7,3,Town Highway Class 3,N,0,5,S59080111,S5908,0111,0,0111-0,0111-0,0.91112382,0.9,0,-,1,26,0,0,,,0,0,,,1,,{CA9174C3-C160-4AB4-92AD-A50094ACC168},50001055,7,12217,FOOTE ST,1,17,99998,500010550995,5908,2,N,5000144350,63640,39620,3,,,HMSADMIN,2018-10-03T15:20:39.000Z,-
47047,18967,857, , ,LUCIUS SHAW,LN, ,12166,LUCIUS SHAW LN,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.12445639,0,0,-,1,26,0,0,,0,0,0,,,1,0,{AD7EB901-1017-4CB2-B622-613882F4C302},50001055,0,12166,LUCIUS SHAW LN,0,0,99998,500010550857,-,,N,5000144350,53989,53990,26,,,HMSADMIN,2018-04-27T17:57:20.000Z,-
47261,55903,833,,,SOUTH,ST,,12119,SOUTH ST,,,,,,Paved,No,TH-6,6,TH-6,3,Town Highway Class 3,N,0,5,S59300111,S5930,0111,1,0111-1,0111-0,0.18627534,0.19,0,-,1,26,0,0,,,0,0,,,1,2011,{4ACD3D2C-2F72-4527-A628-F562B7B51535},50001055,6,12119,SOUTH ST,1,17,99998,500010550833,5930,2,N,5000144350,53993,50500,3,,,HMSADMIN,2018-04-18T16:44:31.000Z,-
47281,3035,590,,,HEPBURN,RD,,12296,HEPBURN RD,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.26049875,0,0,-,8,26,0,0,,0,0,0,,,1,0,{6A8B1599-96B5-4740-B5FB-EE9914B7B697},50001055,0,12296,HEPBURN RD,0,0,99998,500010550590,-,,N,5000144350,4435,4436,26,,,,,-
47543,3779,826,,,WEYBRIDGE,ST,,12094,WEYBRIDGE ST,,,,,,Paved,No,TH-4,4,TH-4,2,Town Highway Class 2,N,0,4,S59400111,S5940,0111,1,0111-1,0111-0,0.08755156,0.09,0,-,1,26,0,0,,,0,0,,,1,,{5143A7F2-F843-4342-B3BC-2E0DBB486BE1},50001055,4,12094,WEYBRIDGE ST,1,16,99998,500010550826,5940,2,N,5000144350,37692,39533,3,,,,,-
47810,39710,634,,,SEMINARY ST,EXT,,12216,SEMINARY ST EXT,,,,,,Paved,No,TH-7,7,TH-7,2,Town Highway Class 2,N,0,5,S59240111,S5924,0111,0,0111-0,0111-0,0.19658322,0.22,0,-,1,26,0,0,,,0,0,,,1,,{8438C4E3-3C2A-44CF-8C53-8C1DB0AE1D4B},50001055,7,12216,SEMINARY ST EXT,1,17,99998,500010550634,5924,2,N,5000144350,34708,32255,3,,,HMSADMIN,2018-04-27T17:45:01.000Z,-
48055,52294,999,,,SEYMOUR,ST,,12183,SEYMOUR ST,,,,,,Paved,No,TH-5,5,TH-5,2,Town Highway Class 2,N,0,5,S59260111,S5926,0111,1,0111-1,0111-0,0.12103515,0.13,0,-,1,26,0,0,,,0,0,,,1,,{C38CBF54-D999-4FF0-801C-69092F169E46},50001055,5,12183,SEYMOUR ST,1,17,99998,500010550999,5926,2,N,5000144350,30993,63642,3,,,HMSADMIN,2019-12-10T14:22:31.000Z,-
48189,7625,572,,,SUGARWOOD,CT,,12290,SUGARWOOD CT,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.02621908,0,0,-,8,26,0,0,,0,0,0,,,1,0,{4DF9997D-5E33-4B22-8E12-875B27FFF84F},50001055,0,12290,SUGARWOOD CT,0,0,99998,500010550572,-,,N,5000144350,3383,35371,26,,,HMSADMIN,2018-04-27T17:44:24.000Z,-
48806,59058,923, , ,RIDGELINE,RD, ,25418,RIDGELINE RD,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,0,0111-0,0111-0,0.09740764,0,0,-,1,26,0,0,,0,0,0,,,1,0,{3C4C8A86-D195-4710-8FCD-B09E37EE1778},50001055,0,25418,RIDGELINE RD,1,0,99998,500010550923,-,,N,5000144350,37888,37819,26,,,HMSADMIN,2018-04-27T17:37:35.000Z,-
48852,11330,103, , ,SEMINARY,ST, ,12161,SEMINARY ST,,,,,,Paved,No,TH-7,7,TH-7,2,Town Highway Class 2,N,0,5,S59220111,S5922,0111,1,0111-1,0111-0,0.02381793,0.03,0,-,1,26,0,0,,,0,0,,,1,,{39569476-564E-4617-8F0E-48E384DF362D},50001055,7,12161,SEMINARY ST,1,17,99998,500010550103,5922,2,N,5000144350,3086,3087,3,,,HMSADMIN,2018-04-18T13:10:11.000Z,-
48953,15077,221,,,SOUTH,ST,,12119,SOUTH ST,,,,,,Paved,No,TH-6,6,TH-6,3,Town Highway Class 3,N,0,5,S59300111,S5930,0111,1,0111-1,0111-0,0.04245542,0.05,0,-,1,26,0,0,,,0,0,,,1,,{6D2CD88F-F81A-4A91-8533-E156EBDD892A},50001055,6,12119,SOUTH ST,1,17,99998,500010550221,5930,2,N,5000144350,50500,16992,3,,,HMSADMIN,2018-04-18T16:43:33.000Z,-
49035,159,601,,,SOUTH,ST,,12119,SOUTH ST,,,,,,Paved,No,TH-6,6,TH-6,3,Town Highway Class 3,N,0,5,S59300111,S5930,0111,1,0111-1,0111-0,0.03678735,0.04,0.1,-,1,26,0,0,,,0,0,,,1,,{B07CC044-A0A0-45BB-9AA5-EE2AF5D23521},50001055,6,12119,SOUTH ST,1,17,99998,500010550601,5930,2,N,5000144350,16992,13300,3,,,HMSADMIN,2018-04-18T16:42:33.000Z,-
49210,33693,803,,,MAIN,ST,,12126,MAIN ST,,,,,,Paved,No,TH-2,2,VT-30,1,Town Highway Class 1,N,0,4,V030-0111,V030,0111,1,0111-1,0111-0,0.0859856,0.09,0,-,1,26,0,200,,,0,0,,,1,,{2E4BEF17-34FF-4A84-A46F-A84E5E8D3EDA},50001055,2,12126,MAIN ST,1,16,99998,500010550803,5900,2,N,5000144350,30696,39026,3,,,HMSADMIN,2019-10-30T12:23:37.000Z,-
49527,59800,92,,,STEWART,LN,,12164,STEWART LN,,,,,,Paved,No,TH-75,75,TH-75,3,Town Highway Class 3,N,0,7,L0111003075,-,0111,1,0111-1,0111-0,0.05832699,0.06,0,-,1,26,0,0,,,0,0,,,1,,{29D30D52-B458-4940-AEE2-4A5254501305},50001055,75,12164,STEWART LN,0,19,99998,500010550092,-,2,N,5000144350,16993,16994,3,,,,,-
49538,112,774,,,COURT,ST,,12154,COURT ST,,,,,,Paved,No,US-7,7,US-7,40,US Highway,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.09088,0.09,0,-,1,26,0,200,,,0,300,35,,1,,{7202761A-B932-40F0-AC38-A4EF604C910A},50001055,7,12154,COURT ST,1,14,99998,500010550774,019-3,2,N,5000144350,31162,35427,1,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
49691,7495,829,S,,MAIN,ST,,12179,S MAIN ST,,,,,,Paved,No,TH-2,2,VT-30,1,Town Highway Class 1,N,0,4,V030-0111,V030,0111,1,0111-1,0111-0,0.053226,0.053,0,-,1,26,0,200,,,0,0,,,1,2011,{A8096599-FB64-4541-A69A-04F0CCDAAA81},50001055,2,12179,S MAIN ST,1,16,99998,500010550829,5900,2,N,5000144350,53993,37873,3,,,,,-
49888,52428,840,,,MAIN,ST,,12126,MAIN ST,,,,,,Paved,Yes - Direction of arc,TH-2,2,VT-30,12,Town Highway Class 1 - South Bound,N,0,4,V030-0111S,V030-S,0111,1,0111-1,0111-0,0.0124524,0.011,0,-,5,26,0,200,,,0,0,,,1,2011,{AF9B10CE-5D04-499E-8F2C-2FC7C2DDC67A},50001055,2,12126,MAIN ST,1,16,99998,500010550840,5900,6,N,5000144350,37719,37720,3,,,HMSADMIN,2018-04-27T17:48:09.000Z,-
50473,7413,868, , ,EVERGREEN,LN, ,12295,EVERGREEN LN,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.05236579,0,0,-,9,24,0,0,,0,0,0,,,1,0,{3AECE6C2-BEB3-434F-B8F9-4CD49DABF4CC},50001055,0,12295,EVERGREEN LN,0,0,99998,500010550868,-,,N,5000144350,60385,60385,26,,,,,-
51076,11,207,,,BUTTOLPH,DR,,12303,BUTTOLPH DR,,,,,,Paved,No,TH-97,97,TH-97,3,Town Highway Class 3,N,0,7,L0111003097,-,0111,1,0111-1,0111-0,0.06221754,0.06,0,-,1,26,0,0,,,0,0,,,1,,{BF7D2667-D37F-44A3-B400-73EF31119F79},50001055,97,12303,BUTTOLPH DR,0,19,99998,500010550207,-,2,N,5000144350,16995,4511,3,,,,,-
51330,55904,81,,,CHIPMAN,HTS,,12178,CHIPMAN HTS,,,,,,Paved,No,TH-78,78,TH-78,3,Town Highway Class 3,N,0,7,L0111003078,-,0111,1,0111-1,0111-0,0.14143605,0.15,0,-,1,26,0,0,,,0,0,,,1,,{5995DCBC-B602-4C82-B0A6-E1DD481E683B},50001055,78,12178,CHIPMAN HTS,0,19,99998,500010550081,-,2,N,5000144350,30703,30827,3,,,,,-
51472,7589,127,S, ,GORHAM,LN, ,12104,S GORHAM LN,,,,,,Paved,No,TH-64,64,TH-64,3,Town Highway Class 3,N,0,7,L0111003064,-,0111,1,0111-1,0111-0,0.26359964,0.27,0,-,1,26,0,0,,,0,0,,,1,,{9AEC5915-99B7-48E4-8E37-E19E7240BAD5},50001055,64,12104,S GORHAM LN,0,19,99998,500010550127,-,2,N,5000144350,3094,3095,3,,,,,-
51524,30194,234, , ,BUTTOLPH,DR, ,12303,BUTTOLPH DR,,,,,,Paved,No,TH-88,88,TH-88,3,Town Highway Class 3,N,0,7,L0111003088,-,0111,1,0111-1,0111-0,0.07009174,0.07,0,-,1,26,0,0,,,0,0,,,1,,{4BEC1EA4-C017-4FF2-AA07-BC4BD7215647},50001055,88,12303,BUTTOLPH DR,0,19,99998,500010550234,-,2,N,5000144350,3176,30674,3,,,HMSADMIN,2019-12-09T18:37:36.000Z,-
51732,18884,130,,,FORBES,CIR,,12173,FORBES CIR,,,,,,Paved,No,TH-83,83,TH-83,3,Town Highway Class 3,N,0,7,L0111003083,-,0111,1,0111-1,0111-0,0.08353541,0.09,0,-,1,26,0,0,,,0,0,,,1,,{E4C5AD19-8C4B-4D57-8A67-3866DDF8220F},50001055,83,12173,FORBES CIR,0,19,99998,500010550130,-,2,N,5000144350,34707,53995,3,,,HMSADMIN,2018-04-18T13:23:37.000Z,-
52127,41137,62,,,WASHINGTON ST,EXT,,12198,WASHINGTON ST EXT,,,,,,Paved,No,TH-6,6,TH-6,2,Town Highway Class 2,N,0,5,S59360111,S5936,0111,1,0111-1,0111-0,0.10525463,0.1,0,-,1,26,0,0,,,0,0,,,1,,{C83AA248-110A-49DF-B929-898502C7F14A},50001055,6,12198,WASHINGTON ST EXT,1,17,99998,500010550062,5936,2,N,5000144350,30831,5876,3,,,HMSADMIN,2018-04-18T13:13:26.000Z,-
52390,44968,203,,,LEMON FAIR,RD,,5755,LEMON FAIR RD,,,,,,Paved,No,TH-12,12,TH-12,3,Town Highway Class 3,N,0,7,L0104003012a,-,0104,0,0104-0,0104-0,0.01544539,0.01,0,-,1,26,0,0,,,0,0,,,1,,{9ED00EA5-AE89-46BF-A1F4-A39181595080},50001020,12,5755,LEMON FAIR RD,1,9,99999,500010200203,-,2,N,5000116000,42753,42750,3,HMSADMIN,2016-12-01T12:56:34.000Z,HMSADMIN,2018-04-26T14:39:12.000Z,-
52452,,864,,,SPRINGSIDE,RD,,12175,SPRINGSIDE RD,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.22778764,0,0,-,1,26,0,0,,0,0,0,,,1,0,{A87F3C09-1C98-41BD-8962-C1E7B45173C9},50001055,0,12175,SPRINGSIDE RD,0,0,99998,500010550864,-,,N,5000144350,53994,60382,26,,,,,-
52542,41194,114, , ,METHODIST,LN, ,12165,METHODIST LN,,,,,,Paved,Yes - Direction of arc,TH-71,71,TH-71,3,Town Highway Class 3,N,0,7,L0111003071,-,0111,1,0111-1,0111-0,0.08570179,0.09,0,-,1,26,0,0,,,0,0,,,1,,{B79DA5EF-6F80-4213-80B0-CFD01C3C7897},50001055,71,12165,METHODIST LN,0,19,99998,500010550114,-,1,N,5000144350,30789,30993,3,,,HMSADMIN,2019-10-30T12:26:16.000Z,-
52849,52366,120,,,GORHAM,LN,,12103,GORHAM LN,,,,,,Paved,No,TH-65,65,TH-65,3,Town Highway Class 3,N,0,7,L0111003065,-,0111,1,0111-1,0111-0,0.08598499,0.05,0,-,1,26,0,0,,,0,0,,,1,,{03BE3590-61B3-4A07-B603-9F2B3B665F94},50001055,65,12103,GORHAM LN,0,19,99998,500010550120,-,2,N,5000144350,3095,2872,3,,,,,-
52893,70849,784, , ,LACROSSE,DR, ,368850,LACROSSE DR,,,,,,Paved,Yes - Direction of arc,TH-132,132,TH-132,3,Town Highway Class 3,N,0,7,L0111003132,-,0111,0,0111-0,0111-0,0.01555112,0.01,0,-,1,26,0,0,,,0,0,,,1,2010,{DFFCD6B4-1BA8-46BE-809F-6F8DB3470365},50001055,132,368850,LACROSSE DR,1,19,99998,500010550784,-,1,N,5000144350,35440,35441,3,,,HMSADMIN,2018-01-29T19:33:01.000Z,-
53076,22551,693,,,LITTLE POND,RD,,12293,LITTLE POND RD,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.06654946,0,0,-,8,26,0,0,,0,0,0,,,1,0,{B0B27115-A632-43D9-9F5C-F06B9AA7251D},50001055,0,12293,LITTLE POND RD,0,0,99998,500010550693,-,,N,5000144350,3173,3174,26,,,,,-
53205,29948,870,,,WISSLER'S,LN,,32464,WISSLER'S LN,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.04793819,0,0,-,9,24,0,0,,0,0,0,,,1,0,{BB4F0861-FD32-456A-AC4A-43ABFEFC8DBA},50001055,0,32464,WISSLER'S LN,0,0,99998,500010550870,-,,N,5000144350,5878,60386,26,,,,,-
53320,7649,251,,,DANYOW,DR,,12138,DANYOW DR,,,,,,Paved,No,TH-100,100,TH-100,3,Town Highway Class 3,N,0,7,L0111003100,-,0111,1,0111-1,0111-0,0.25615802,0.25,0,-,1,26,0,0,,,0,0,,,1,,{BC8CBA60-81E5-4D0D-AFE9-B172FD12220F},50001055,100,12138,DANYOW DR,0,19,99998,500010550251,-,2,N,5000144350,2818,46602,3,,,,,-
53369,33728,216, , ,BUTTOLPH,DR, ,12303,BUTTOLPH DR,,,,,,Paved,No,TH-97,97,TH-97,3,Town Highway Class 3,N,0,7,L0111003097,-,0111,1,0111-1,0111-0,0.05049044,0.05,0,-,1,26,0,0,,,0,0,,,1,,{37F05435-1381-4DF3-AD6F-8A8F16798D41},50001055,97,12303,BUTTOLPH DR,0,19,99998,500010550216,-,2,N,5000144350,3175,3176,3,,,,,-
53410,191,997,,,HIGH,ST,,12159,HIGH ST,,,,,,Paved,No,TH-74,74,TH-74,3,Town Highway Class 3,N,0,5,S59100111,S5910,0111,1,0111-1,0111-0,0.29778226,0.31,0,-,1,26,0,0,,,0,0,,,1,,{55279632-35E3-42CA-8BBB-C99480F3C964},50001055,74,12159,HIGH ST,1,17,99998,500010550997,5910,2,N,5000144350,16994,63750,3,,,HMSADMIN,2018-09-10T13:07:37.000Z,-
54009,58348,134,,,EAST,RD,,12174,EAST RD,,,,,,Paved,No,TH-119,119,TH-119,3,Town Highway Class 3,N,0,7,L0111003119,-,0111,1,0111-1,0111-0,0.04768976,0.05,0,-,2,26,0,0,,,0,0,,,1,,{1A735DE5-2569-4F5C-BE27-E82F2BAB35E2},50001055,119,12174,EAST RD,0,19,99998,500010550134,-,2,N,5000144350,2869,2870,3,,,HMSADMIN,2018-04-27T17:45:09.000Z,-
54420,52326,80,,,SEYMOUR,ST,,12183,SEYMOUR ST,,,,,,Paved,No,TH-5,5,TH-5,2,Town Highway Class 2,N,0,5,S59260111,S5926,0111,1,0111-1,0111-0,0.23363665,0.28,0,-,1,26,0,0,,,0,0,,,1,,{CABC1FBD-B15A-4A1B-A8E1-BD8923AA4D8E},50001055,5,12183,SEYMOUR ST,1,17,99998,500010550080,5926,2,N,5000144350,46635,30954,3,,,,,-
55309,48599,105,,,SEMINARY,ST,,12161,SEMINARY ST,,,,,,Paved,No,TH-7,7,TH-7,2,Town Highway Class 2,N,0,5,S59220111,S5922,0111,1,0111-1,0111-0,0.13398224,0.15,0,-,1,26,0,0,,,0,0,,,1,,{EBD327FD-6C4E-4396-A259-6E4DE39823E3},50001055,7,12161,SEMINARY ST,1,17,99998,500010550105,5922,2,N,5000144350,4432,3086,3,,,HMSADMIN,2018-04-18T13:09:21.000Z,-
55396,6,633, , ,WASHINGTON ST,EXT, ,12198,WASHINGTON ST EXT,,,,,,Paved,No,TH-6,6,TH-6,2,Town Highway Class 2,N,0,5,S59360111,S5936,0111,0,0111-0,0111-0,0.07034728,0.07,0,-,1,26,0,0,,,0,0,,,1,,{3394FE48-7808-493A-982B-CE13AB6E2F03},50001055,6,12198,WASHINGTON ST EXT,1,17,99998,500010550633,5936,2,N,5000144350,32794,32253,3,,,HMSADMIN,2018-04-27T17:44:09.000Z,-
55670,22588,211,,,WOODLAND,PARK,,12144,WOODLAND PARK,,,,,,Paved,No,TH-90,90,TH-90,3,Town Highway Class 3,N,0,7,L0111003090,-,0111,1,0111-1,0111-0,0.06968141,0.07,0,-,1,26,0,0,,,0,0,,,1,,{68D0CA32-0D3B-4FF8-B8E0-7E888BF7D8A6},50001055,90,12144,WOODLAND PARK,0,19,99998,500010550211,-,2,N,5000144350,30785,30786,3,,,HMSADMIN,2018-04-27T17:45:59.000Z,-
55755,36029,664, , ,OTTERSIDE,CT, ,12167,OTTERSIDE CT,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.02227598,0,0,-,8,26,0,0,,0,0,0,,,1,0,{3A1DD36D-6507-4B8F-9770-4380F6D8A0F1},50001055,0,12167,OTTERSIDE CT,0,0,99998,500010550664,-,,N,5000144350,22618,22619,26,,,HMSADMIN,2018-04-27T17:58:18.000Z,-
56144,18864,158,,,MILL,ST,,12096,MILL ST,,,,,,Paved,Yes - Direction of arc,TH-68,68,TH-68,3,Town Highway Class 3,N,0,7,L0111003068,-,0111,1,0111-1,0111-0,0.0196832,0.02,0,-,1,26,0,0,,,0,0,,,1,,{2849F1C9-4261-4140-9A80-458F288C65B9},50001055,68,12096,MILL ST,0,19,99998,500010550158,-,1,N,5000144350,39109,37967,3,,,,,-
56190,48497,151,,,WEYBRIDGE,ST,,12094,WEYBRIDGE ST,,,,,,Paved,No,TH-4,4,TH-4,2,Town Highway Class 2,N,0,4,S59400111,S5940,0111,1,0111-1,0111-0,0.10942731,0.1,0.12,-,1,26,0,0,,,0,0,,,1,,{BBB37183-80D6-467C-9938-D602DE2D015F},50001055,4,12094,WEYBRIDGE ST,1,16,99998,500010550151,5940,2,N,5000144350,5878,4505,3,,,,,-
